"ensembl_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","baseMean_FL8","baseMean_FLUT","mgi_symbol","chromosome_name"
"ENSMUSG00000024404",12564.9084338011,1.3576104674828,0.0755326333941117,17.973826761727,3.12402633765396e-72,1.23529813532861e-69,13754.4076073858,5357.61667156278,"Riok3","18"
"ENSMUSG00000041936",1270.53567226459,2.93327791649036,0.163655436176236,17.9234982046767,7.73101246497243e-72,2.98750920322559e-69,2350.82637260322,316.625862270519,"Agrn","4"
"ENSMUSG00000019920",17097.8737650909,1.92107688644751,0.108014423204996,17.7853737440377,9.17495479204583e-71,3.46670569620345e-68,27944.7850212309,7507.15024853401,"Lims1","10"
"ENSMUSG00000024737",18514.7090137207,3.65809363310429,0.207323700236159,17.6443582134479,1.12444423189087e-69,4.15628810322617e-67,22171.856402528,1808.37582480369,"Slc15a3","19"
"ENSMUSG00000039116",1744.61762038895,4.36616477509369,0.24926208570092,17.5163613945382,1.07483618912443e-68,3.88839143057078e-66,5681.59244828026,284.887383019933,"Gpr126","10"
"ENSMUSG00000044350",21378.0925479651,2.54143730284004,0.145582526521232,17.4570215503809,3.04407599769422e-68,1.07830050393323e-65,33465.4293952446,5750.87857139165,"9030625A04Rik","14"
"ENSMUSG00000037405",68968.134545082,3.09455539758249,0.177285590170862,17.4551997971187,3.142761338274e-68,1.09053818438108e-65,57007.5235172544,6868.43169017599,"Icam1","9"
"ENSMUSG00000027367",11659.3682660045,2.93896889049034,0.169128331046751,17.3771530310787,1.22905451710547e-67,4.17952279086887e-65,24960.4480240153,3459.54939722812,"Stard7","2"
"ENSMUSG00000028268",27008.6627826769,4.20947774101806,0.243478417509319,17.2889153136415,5.70150375962383e-67,1.90083663578204e-64,23583.6735221209,1273.07654769845,"Gbp3","3"
"ENSMUSG00000039232",5543.60187466928,3.06845421156334,0.180544897976947,16.9955188207819,8.86425962860584e-65,2.89844243202279e-62,4064.86600346309,501.710062798569,"Stx11","10"
"ENSMUSG00000027219",24956.0624898001,4.70122666139551,0.276751075794276,16.9872028424929,1.02145512652461e-64,3.27694368232036e-62,19120.1546360324,711.397910059557,"Slc28a2","2"
"ENSMUSG00000018920",12046.4338475542,3.57153667478465,0.211525379083763,16.8846721384215,5.83395030589509e-64,1.83693809353952e-61,12752.2945275768,1091.16354967667,"Cxcl16","11"
"ENSMUSG00000035107",2992.05022689891,4.30271739352996,0.255306487654419,16.8531455391533,9.94798173603356e-64,3.07537333559598e-61,8041.39086381013,415.881408919883,"Dcbld2","16"
"ENSMUSG00000031596",7503.1299484252,8.71721692216956,0.517750252728121,16.8367217132912,1.31312671723835e-63,3.98698099521494e-61,10385.0241187841,23.9400530258804,"Slc7a2","8"
"ENSMUSG00000044162",54167.5243632392,5.00919387236898,0.298466083017635,16.7831259810952,3.24306036549236e-63,9.67399217446781e-61,55043.200043837,1687.75643690802,"Tnip3","6"
"ENSMUSG00000079197",18041.086960811,2.18176084784574,0.130329960970692,16.7402862058431,6.66668742461442e-63,1.95437390139171e-60,22772.0464925177,4924.37771088858,"Psme2","14"
"ENSMUSG00000031652",8128.89835384001,2.58530406170668,0.155441364045657,16.6320211970561,4.08575742547807e-62,1.1774598899221e-59,8699.72372795999,1498.29055384577,"N4bp1","8"
"ENSMUSG00000035891",6659.26739873325,-3.23885549935472,0.195123843526715,-16.5989734561131,7.08929993218722e-62,2.00898944578299e-59,1463.43199428447,14770.0963662832,"Cerk","15"
"ENSMUSG00000023030",9048.68724838277,2.6178131520546,0.158198939380325,16.5476024195152,1.66606731029216e-61,4.64395778309796e-59,13689.9025963011,2335.70422726431,"Slc11a2","15"
"ENSMUSG00000030142",95900.8654007293,5.76465690325682,0.348417618460758,16.5452508651082,1.73241582770662e-61,4.75101069653155e-59,184281.956061096,3464.78089388402,"Clec4e","6"
"ENSMUSG00000000555",17073.5208696327,3.67118342646387,0.222605473827309,16.4918829862731,4.19664447257153e-61,1.13262771376403e-58,24468.6151849674,1961.84827292298,"Itga5","15"
"ENSMUSG00000092215",286.429372165297,4.52688925891064,0.275020909302696,16.4601639576728,7.09081273114149e-61,1.88382951355623e-58,718.268537601296,33.3008209704017,"Gm20419","17"
"ENSMUSG00000050395",7124.94289329159,4.2412100885697,0.259068671695007,16.3709878960692,3.08170837079783e-60,8.06127498902701e-58,1483.35382521974,76.2781184977222,"Tnfsf15","4"
"ENSMUSG00000034266",2577.15363243877,3.53606603840925,0.216184660695132,16.3566925934485,3.8972740303425e-60,1.00402045966536e-57,4942.83725316465,457.133838394883,"Batf","12"
"ENSMUSG00000047945",50592.6916588982,4.51703352471328,0.277604264729868,16.271484622575,1.57297241147798e-59,3.99182834512836e-57,55741.0536761279,2475.19934182509,"Marcksl1","4"
