"Set_Image","Object_Nbr","CenterX_Cells_Location_","CenterY_Cells_Location_","TouchesImageBorder_Cells_TagImageBorder_","Cd40","Atf3","Tnf","Area","Eccentricity_Cells_AreaShape_","Extent_Cells_AreaShape_","EulerNumber_Cells_AreaShape_","Perimeter_Cells_AreaShape_","FormFactor_Cells_AreaShape_","MajorAxisLength_Cells_AreaShape_","MinorAxisLength_Cells_AreaShape_","Orientation_Cells_AreaShape_","Genotype","Timepoint","Sample","Replicate"
"Set #17, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position018_C1_MAX.tif",24,507.327,988.774,0,1,0,0,14538,0.936965,0.335782,1,1079.55,0.156467,291.996,102.03,-79.9649,"Rad21KO","0h","Rad21KO_0h",2
"Set #17, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position018_C1_MAX.tif",25,485.222,1757.33,0,0,4,0,15764,0.84707,0.501783,1,743.524,0.357371,212.389,112.881,22.4938,"Rad21KO","0h","Rad21KO_0h",2
"Set #17, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position018_C1_MAX.tif",26,552.155,422.112,0,0,1,1,22213,0.719555,0.553319,1,884.454,0.356029,209.44,145.443,57.3069,"Rad21KO","0h","Rad21KO_0h",2
"Set #17, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position018_C1_MAX.tif",27,561.564,664.294,0,0,1,0,14517,0.412212,0.582357,1,672.119,0.402627,145.389,132.462,-14.3591,"Rad21KO","0h","Rad21KO_0h",2
"Set #17, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position018_C1_MAX.tif",29,604.158,1443.87,0,1,0,0,33787,0.542257,0.472096,1,1137.19,0.32774,247.457,207.916,-66.1334,"Rad21KO","0h","Rad21KO_0h",2
"Set #17, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position018_C1_MAX.tif",30,624.312,1015.22,0,0,0,0,16897,0.673431,0.668368,1,671.952,0.468869,174.009,128.636,44.3961,"Rad21KO","0h","Rad21KO_0h",2
"Set #17, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position018_C1_MAX.tif",31,668.11,1730.36,0,0,0,0,25365,0.700352,0.55625,1,968.205,0.339323,228.496,163.1,36.5428,"Rad21KO","0h","Rad21KO_0h",2
"Set #17, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position018_C1_MAX.tif",33,665.891,836.521,0,1,11,1,22504,0.645115,0.630276,1,806.309,0.4339,199.253,152.246,44.8751,"Rad21KO","0h","Rad21KO_0h",2
"Set #17, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position018_C1_MAX.tif",34,703.018,1301.8,0,0,4,0,13744,0.396375,0.676844,1,598.1,0.481199,140.196,128.713,-27.6255,"Rad21KO","0h","Rad21KO_0h",2
"Set #17, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position018_C1_MAX.tif",35,736.617,326.78,0,0,0,0,17257,0.906778,0.323838,1,1029.02,0.2044,270.781,114.164,-24.3471,"Rad21KO","0h","Rad21KO_0h",2
"Set #17, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position018_C1_MAX.tif",36,774.173,1611.98,0,0,6,0,21477,0.5128,0.503895,1,949.827,0.298525,202.832,174.133,-6.42065,"Rad21KO","0h","Rad21KO_0h",2
"Set #17, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position018_C1_MAX.tif",37,801.486,626.879,0,1,0,0,21109,0.744279,0.562667,1,903.83,0.323999,207.651,138.683,-34.9959,"Rad21KO","0h","Rad21KO_0h",2
"Set #17, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position018_C1_MAX.tif",38,820.002,461.319,0,6,0,0,16250,0.824707,0.51548,1,782.301,0.332817,199.835,113.019,-2.41354,"Rad21KO","0h","Rad21KO_0h",2
"Set #17, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position018_C1_MAX.tif",39,817.314,1837.13,0,2,2,0,22781,0.735816,0.611866,1,797.012,0.449535,208.619,141.273,52.2337,"Rad21KO","0h","Rad21KO_0h",2
"Set #17, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position018_C1_MAX.tif",40,795.413,1059.53,0,0,0,0,29901,0.87241,0.507175,1,1138.75,0.289254,290.63,142.053,64.1281,"Rad21KO","0h","Rad21KO_0h",2
"Set #17, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position018_C1_MAX.tif",41,838.273,202.915,0,2,5,0,31540,0.844397,0.600796,1,995.539,0.399101,280.582,150.313,-7.04554,"Rad21KO","0h","Rad21KO_0h",2
"Set #17, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position018_C1_MAX.tif",42,894.341,1133.5,0,0,1,0,17777,0.925555,0.433575,1,898.53,0.276081,260.525,98.6379,54.9707,"Rad21KO","0h","Rad21KO_0h",2
"Set #17, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position018_C1_MAX.tif",43,917.849,1524.16,0,0,1,2,18317,0.839347,0.599967,1,833.427,0.330588,213.395,116.001,73.823,"Rad21KO","0h","Rad21KO_0h",2
"Set #17, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position018_C1_MAX.tif",46,961.247,1265.8,0,4,0,0,29988,0.81462,0.566988,1,1024.99,0.357989,260.86,151.298,39.9934,"Rad21KO","0h","Rad21KO_0h",2
"Set #17, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position018_C1_MAX.tif",47,1011.82,1642.19,0,4,0,0,31587,0.902477,0.539046,1,1169.2,0.289868,329.591,141.968,88.9696,"Rad21KO","0h","Rad21KO_0h",2
"Set #17, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position018_C1_MAX.tif",48,1020.65,477.999,0,2,11,2,26327,0.730356,0.594719,1,919.173,0.390726,227.816,155.613,78.2726,"Rad21KO","0h","Rad21KO_0h",2
"Set #17, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position018_C1_MAX.tif",49,1018.32,693.022,0,1,6,1,33917,0.881655,0.491765,1,1129.45,0.333523,314.663,148.488,38.5741,"Rad21KO","0h","Rad21KO_0h",2
"Set #17, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position018_C1_MAX.tif",50,1120.73,310.598,0,0,0,0,14602,0.442617,0.627638,1,711.897,0.361051,147.225,132.018,-28.6528,"Rad21KO","0h","Rad21KO_0h",2
"Set #17, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position018_C1_MAX.tif",53,1113.17,1423.09,0,0,11,0,24980,0.844511,0.386161,-1,1282.38,0.190585,286.628,153.5,77.7668,"Rad21KO","0h","Rad21KO_0h",2
"Set #17, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position018_C1_MAX.tif",54,1188.46,787.975,0,0,1,0,18286,0.687234,0.612596,1,786.228,0.37079,185.955,135.085,17.8636,"Rad21KO","0h","Rad21KO_0h",2
"Set #17, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position018_C1_MAX.tif",55,1219.99,985.783,0,0,2,2,44503,0.857875,0.506268,1,1371.37,0.296932,345.435,177.504,54.2819,"Rad21KO","0h","Rad21KO_0h",2
"Set #17, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position018_C1_MAX.tif",56,1222.47,444.753,0,0,0,0,12497,0.529359,0.63598,1,661.191,0.358137,139.959,118.741,70.288,"Rad21KO","0h","Rad21KO_0h",2
"Set #17, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position018_C1_MAX.tif",57,1204.54,1544.73,0,1,0,0,14182,0.448623,0.584295,1,677.964,0.386593,144.786,129.399,-88.2546,"Rad21KO","0h","Rad21KO_0h",2
"Set #17, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position018_C1_MAX.tif",58,1222.88,1290.48,0,0,17,1,24693,0.865002,0.395018,1,1323.08,0.176992,296.179,148.613,-74.9923,"Rad21KO","0h","Rad21KO_0h",2
"Set #17, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position018_C1_MAX.tif",59,1309.44,587.154,0,0,1,2,25429,0.612903,0.582366,1,943.766,0.358006,211.902,167.436,33.997,"Rad21KO","0h","Rad21KO_0h",2
"Set #17, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position018_C1_MAX.tif",60,1302.22,1829.79,0,1,4,1,23027,0.705723,0.588039,1,851.167,0.398472,214.953,152.291,78.4596,"Rad21KO","0h","Rad21KO_0h",2
"Set #17, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position018_C1_MAX.tif",61,1336.95,1437.41,0,0,2,0,15908,0.726309,0.687468,1,616.839,0.523691,173.576,119.311,-78.3015,"Rad21KO","0h","Rad21KO_0h",2
"Set #17, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position018_C1_MAX.tif",62,1350.28,304.777,0,1,0,1,16108,0.703744,0.557602,1,684.564,0.430681,174.302,123.833,-32.6752,"Rad21KO","0h","Rad21KO_0h",2
"Set #17, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position018_C1_MAX.tif",64,1435.11,1605.31,0,0,1,0,14621,0.78711,0.616894,1,619.843,0.476676,178.442,110.065,31.561,"Rad21KO","0h","Rad21KO_0h",2
"Set #17, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position018_C1_MAX.tif",65,1409.03,910.133,0,0,2,1,22312,0.890656,0.525198,1,998.739,0.280527,265.216,120.588,-80.3805,"Rad21KO","0h","Rad21KO_0h",2
"Set #17, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position018_C1_MAX.tif",66,1418.78,252.437,0,0,0,1,21405,0.975461,0.284739,1,1282.37,0.163312,404.172,88.9867,-29.3143,"Rad21KO","0h","Rad21KO_0h",2
"Set #17, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position018_C1_MAX.tif",67,1444.03,1155.8,0,1,4,1,28514,0.693928,0.517909,1,1338.35,0.199748,249.131,179.385,50.7602,"Rad21KO","0h","Rad21KO_0h",2
"Set #17, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position018_C1_MAX.tif",68,1470.41,1955.41,0,0,1,0,20648,0.90193,0.519447,1,817.64,0.38717,252.361,108.99,21.5459,"Rad21KO","0h","Rad21KO_0h",2
"Set #17, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position018_C1_MAX.tif",69,1509.98,820.551,0,0,3,0,12485,0.558249,0.51559,1,640.068,0.38176,145.184,120.456,74.5477,"Rad21KO","0h","Rad21KO_0h",2
"Set #17, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position018_C1_MAX.tif",70,1532.29,1755.14,0,0,2,0,22048,0.781202,0.527856,1,984.118,0.285498,221.669,138.383,-24.6583,"Rad21KO","0h","Rad21KO_0h",2
"Set #17, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position018_C1_MAX.tif",71,1532.16,988.198,0,2,3,1,17971,0.855267,0.578776,1,894.452,0.281642,223.468,115.798,85.1273,"Rad21KO","0h","Rad21KO_0h",2
"Set #17, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position018_C1_MAX.tif",72,1559.58,580.501,0,1,0,0,18678,0.614517,0.57981,1,850.712,0.32356,179.352,141.491,-29.3085,"Rad21KO","0h","Rad21KO_0h",2
"Set #17, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position018_C1_MAX.tif",73,1592.99,441.89,0,0,1,7,14754,0.573662,0.587294,1,645.149,0.444073,153.849,126.016,-41.3031,"Rad21KO","0h","Rad21KO_0h",2
"Set #17, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position018_C1_MAX.tif",74,1580.82,171.436,0,1,0,0,20652,0.442112,0.637722,1,779.191,0.426354,172.853,155.042,89.2382,"Rad21KO","0h","Rad21KO_0h",2
"Set #17, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position018_C1_MAX.tif",75,1590.15,743.57,0,0,1,0,21922,0.907104,0.454342,1,909.602,0.332225,269.088,113.261,-27.2426,"Rad21KO","0h","Rad21KO_0h",2
"Set #17, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position018_C1_MAX.tif",76,1679.75,1526.36,0,0,2,6,31693,0.986173,0.288108,1,1914.09,0.108591,604.398,100.161,-77.4626,"Rad21KO","0h","Rad21KO_0h",2
"Set #17, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position018_C1_MAX.tif",77,1737.41,1182.66,0,2,1,0,32101,0.865497,0.245147,1,1635.99,0.150534,402.975,201.856,67.6832,"Rad21KO","0h","Rad21KO_0h",2
"Set #17, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position018_C1_MAX.tif",78,1746.85,588.519,0,0,0,0,14314,0.316375,0.653966,1,607.645,0.48556,140.39,133.179,-53.7892,"Rad21KO","0h","Rad21KO_0h",2
"Set #17, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position018_C1_MAX.tif",79,1748.28,354.666,0,3,0,1,14553,0.733091,0.577317,1,661.614,0.416525,169.243,115.107,-67.3874,"Rad21KO","0h","Rad21KO_0h",2
"Set #17, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position018_C1_MAX.tif",80,1759.96,122.901,0,0,0,0,8439,0.516151,0.611433,1,432.191,0.565122,114.264,97.8667,15.2216,"Rad21KO","0h","Rad21KO_0h",2
"Set #17, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position018_C1_MAX.tif",81,1784.8,908.413,0,1,1,0,24352,0.588427,0.557152,1,897.208,0.379307,199.348,161.183,70.9632,"Rad21KO","0h","Rad21KO_0h",2
"Set #17, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position018_C1_MAX.tif",83,1880.23,277.358,0,0,3,0,19809,0.476993,0.689464,1,745.399,0.446818,171.037,150.326,-0.586711,"Rad21KO","0h","Rad21KO_0h",2
"Set #17, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position018_C1_MAX.tif",84,1871.35,1206.53,0,1,0,0,21994,0.571308,0.650864,1,728.058,0.519984,186.626,153.171,68.696,"Rad21KO","0h","Rad21KO_0h",2
"Set #17, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position018_C1_MAX.tif",85,1915.29,433.181,0,0,0,1,15931,0.648966,0.609589,1,691.568,0.417377,169.073,128.634,-87.5727,"Rad21KO","0h","Rad21KO_0h",2
"Set #18, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position019_C1_MAX.tif",8,176.657,260.925,0,0,0,0,13758,0.663755,0.542722,1,685.854,0.366468,159.701,119.448,61.0856,"Rad21KO","0h","Rad21KO_0h",2
"Set #18, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position019_C1_MAX.tif",9,231.06,675.991,0,0,0,0,14261,0.806755,0.478429,1,700.592,0.364075,186.941,110.461,24.9517,"Rad21KO","0h","Rad21KO_0h",2
"Set #18, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position019_C1_MAX.tif",10,218.143,1403.14,0,0,0,0,22285,0.92971,0.493555,1,1185.62,0.198883,305.047,112.347,82.3295,"Rad21KO","0h","Rad21KO_0h",2
"Set #18, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position019_C1_MAX.tif",12,315.914,1842.83,0,2,1,0,20342,0.93448,0.409857,1,1005.67,0.25225,288.318,102.646,-57.3847,"Rad21KO","0h","Rad21KO_0h",2
"Set #18, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position019_C1_MAX.tif",13,376.859,510.372,0,0,2,0,26121,0.714395,0.669014,1,1016.04,0.317338,223.412,156.331,-10.9711,"Rad21KO","0h","Rad21KO_0h",2
"Set #18, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position019_C1_MAX.tif",15,395.608,1536.28,0,0,11,0,34629,0.741287,0.550366,1,980.174,0.45202,259.463,174.149,50.6251,"Rad21KO","0h","Rad21KO_0h",2
"Set #18, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position019_C1_MAX.tif",16,440.669,786.951,0,0,1,0,19254,0.440299,0.658482,1,730.787,0.451816,167.984,150.824,35.0537,"Rad21KO","0h","Rad21KO_0h",2
"Set #18, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position019_C1_MAX.tif",17,488.769,1176.55,0,0,4,0,28223,0.823643,0.471562,1,1099.87,0.292646,272.001,154.255,-6.10418,"Rad21KO","0h","Rad21KO_0h",2
"Set #18, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position019_C1_MAX.tif",18,602.694,1790.75,0,0,2,1,44170,0.624967,0.634809,1,1253.17,0.352877,274.559,214.335,-6.54151,"Rad21KO","0h","Rad21KO_0h",2
"Set #18, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position019_C1_MAX.tif",19,548.601,178.333,0,1,1,0,23925,0.762292,0.488824,1,981.523,0.311441,236.681,153.188,88.4436,"Rad21KO","0h","Rad21KO_0h",2
"Set #18, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position019_C1_MAX.tif",20,584.999,667.03,0,0,0,0,16851,0.959674,0.364993,1,852.583,0.290632,288.558,81.118,-51.0134,"Rad21KO","0h","Rad21KO_0h",2
"Set #18, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position019_C1_MAX.tif",22,654.918,474.567,0,0,0,1,15224,0.643928,0.666317,1,668.578,0.426713,160.955,123.145,-71.1182,"Rad21KO","0h","Rad21KO_0h",2
"Set #18, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position019_C1_MAX.tif",23,648.199,1003.45,0,0,0,0,25994,0.871709,0.428378,1,1166.6,0.239604,297.672,145.866,23.4094,"Rad21KO","0h","Rad21KO_0h",2
"Set #18, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position019_C1_MAX.tif",24,718.549,1482.77,0,0,1,0,27706,0.884073,0.452668,1,1131.11,0.271646,290.019,135.54,28.5253,"Rad21KO","0h","Rad21KO_0h",2
"Set #18, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position019_C1_MAX.tif",26,718.078,302.165,0,0,0,0,22250,0.631688,0.633903,1,828.415,0.40644,196.961,152.689,-44.0786,"Rad21KO","0h","Rad21KO_0h",2
"Set #18, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position019_C1_MAX.tif",27,785.632,617.425,0,1,1,0,25652,0.746454,0.578725,1,914.573,0.384543,233.441,155.34,62.3636,"Rad21KO","0h","Rad21KO_0h",2
"Set #18, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position019_C1_MAX.tif",29,937.675,354.333,0,1,0,0,14776,0.644171,0.629007,1,668.635,0.414086,160.03,122.404,3.62092,"Rad21KO","0h","Rad21KO_0h",2
"Set #18, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position019_C1_MAX.tif",30,940.416,1066.61,0,0,1,1,22654,0.656868,0.559607,1,842.352,0.400255,199.466,150.399,13.7042,"Rad21KO","0h","Rad21KO_0h",2
"Set #18, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position019_C1_MAX.tif",31,914.975,244.528,0,1,0,0,22067,0.873062,0.433502,1,1176.39,0.200038,285.622,139.272,21.0067,"Rad21KO","0h","Rad21KO_0h",2
"Set #18, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position019_C1_MAX.tif",32,1017.74,744.678,0,1,1,0,22225,0.941559,0.344846,1,1115.28,0.224132,325.404,109.612,-61.0426,"Rad21KO","0h","Rad21KO_0h",2
"Set #18, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position019_C1_MAX.tif",34,1037.59,1289.61,0,2,5,1,26006,0.941996,0.421082,1,1169.79,0.238409,328.057,110.104,-25.4219,"Rad21KO","0h","Rad21KO_0h",2
"Set #18, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position019_C1_MAX.tif",36,1127.55,770.085,0,0,0,0,12945,0.620971,0.600835,1,573.792,0.492369,147.918,115.943,-65.4659,"Rad21KO","0h","Rad21KO_0h",2
"Set #18, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position019_C1_MAX.tif",37,1221.3,742.604,0,1,0,0,11729,0.874396,0.458092,1,704.726,0.295937,185.266,89.8931,-49.7675,"Rad21KO","0h","Rad21KO_0h",2
"Set #18, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position019_C1_MAX.tif",38,1227.92,394.195,0,0,0,0,19593,0.813094,0.534758,1,764.297,0.420388,213.173,124.095,-52.4971,"Rad21KO","0h","Rad21KO_0h",2
"Set #18, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position019_C1_MAX.tif",41,1274.85,1679.92,0,0,0,0,16207,0.854695,0.547682,1,721.971,0.389646,207.944,107.95,78.0364,"Rad21KO","0h","Rad21KO_0h",2
"Set #18, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position019_C1_MAX.tif",42,1280.96,1509.2,0,1,1,0,30532,0.937788,0.313825,1,1409.78,0.192772,383.957,133.313,13.4778,"Rad21KO","0h","Rad21KO_0h",2
"Set #18, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position019_C1_MAX.tif",43,1315.45,996.419,0,2,9,0,46376,0.975971,0.235109,1,2605.98,0.0857487,650.919,141.837,65.9383,"Rad21KO","0h","Rad21KO_0h",2
"Set #18, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position019_C1_MAX.tif",44,1342.2,1123.13,0,0,1,0,13835,0.716361,0.537323,1,617.682,0.454207,164.691,114.91,36.7877,"Rad21KO","0h","Rad21KO_0h",2
"Set #18, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position019_C1_MAX.tif",45,1358.87,526.994,0,0,1,2,16454,0.886433,0.466608,1,794.334,0.326875,229.598,106.271,46.382,"Rad21KO","0h","Rad21KO_0h",2
"Set #18, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position019_C1_MAX.tif",47,1492.52,1769.63,0,0,3,0,33400,0.675452,0.586737,1,996.243,0.422041,244.743,180.474,78.8664,"Rad21KO","0h","Rad21KO_0h",2
"Set #18, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position019_C1_MAX.tif",48,1512.68,751.974,0,1,14,1,33324,0.905732,0.610397,1,1150.56,0.315785,334.048,141.587,-86.7371,"Rad21KO","0h","Rad21KO_0h",2
"Set #18, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position019_C1_MAX.tif",49,1472.88,1190.44,0,2,1,0,21089,0.791285,0.482475,1,905.981,0.322158,220.483,134.814,56.5538,"Rad21KO","0h","Rad21KO_0h",2
"Set #18, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position019_C1_MAX.tif",50,1511.84,225.723,0,1,0,0,26782,0.816584,0.515633,1,1225.95,0.223564,273.445,157.84,-80.2265,"Rad21KO","0h","Rad21KO_0h",2
"Set #18, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position019_C1_MAX.tif",51,1539.93,462.805,0,1,6,3,26723,0.900327,0.591243,1,1027.3,0.317583,300.315,130.701,80.351,"Rad21KO","0h","Rad21KO_0h",2
"Set #18, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position019_C1_MAX.tif",52,1559.59,1357.44,0,1,4,1,25347,0.699849,0.516748,1,1014.01,0.309168,225.959,161.4,-7.06261,"Rad21KO","0h","Rad21KO_0h",2
"Set #18, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position019_C1_MAX.tif",55,1741.65,1145.55,0,3,1,0,20109,0.433521,0.607156,1,827.894,0.367792,172.922,155.828,-70.2082,"Rad21KO","0h","Rad21KO_0h",2
"Set #18, 2Feb_FL0h_cd40_tnf_atf3_fullcells_repeatbecausegreennoise_Mark_and_Find_002_Position019_C1_MAX.tif",56,1707.13,1447.16,0,2,0,0,13838,0.76127,0.540125,1,680.181,0.374764,170.903,110.82,26.378,"Rad21KO","0h","Rad21KO_0h",2
