"Set_Image","Object_Nbr","CenterX_Cells_Location_","CenterY_Cells_Location_","TouchesImageBorder_Cells_TagImageBorder_","Cd40","Atf3","Tnf","Area","Eccentricity_Cells_AreaShape_","Extent_Cells_AreaShape_","EulerNumber_Cells_AreaShape_","Perimeter_Cells_AreaShape_","FormFactor_Cells_AreaShape_","MajorAxisLength_Cells_AreaShape_","MinorAxisLength_Cells_AreaShape_","Orientation_Cells_AreaShape_","Genotype","Timepoint","Sample","Replicate"
"Set #17, 29March_WT8h_cd40_tnf_atf3_Mark_and_Find_001_Position018_C1_MAX.tif",31,1586.56,1178.79,0,23,18,42,10069,0.722675,0.499009,1,683.43,0.270108,143.4,99.1164,-14.3472,"WT","8h","WT_8h",3
"Set #17, 29March_WT8h_cd40_tnf_atf3_Mark_and_Find_001_Position018_C1_MAX.tif",32,1642.46,633.561,0,12,16,10,18447,0.524618,0.691158,0,830.556,0.335238,170.127,144.835,65.185,"WT","8h","WT_8h",3
"Set #17, 29March_WT8h_cd40_tnf_atf3_Mark_and_Find_001_Position018_C1_MAX.tif",34,1651.54,1425.21,0,59,42,29,16485,0.70128,0.611325,1,879.922,0.266946,177.623,126.625,12.0876,"WT","8h","WT_8h",3
"Set #17, 29March_WT8h_cd40_tnf_atf3_Mark_and_Find_001_Position018_C1_MAX.tif",35,1807.73,973.202,0,110,77,73,33588,0.408721,0.545774,1,1393.52,0.217041,222.425,202.998,-81.6753,"WT","8h","WT_8h",3
"Set #17, 29March_WT8h_cd40_tnf_atf3_Mark_and_Find_001_Position018_C1_MAX.tif",36,1875.33,316.604,0,17,68,33,14211,0.847988,0.533807,1,719.554,0.343955,193.983,102.814,-58.6129,"WT","8h","WT_8h",3
"Set #17, 29March_WT8h_cd40_tnf_atf3_Mark_and_Find_001_Position018_C1_MAX.tif",37,1901.8,1910.82,0,47,22,48,22747,0.749148,0.560989,1,962.714,0.307778,216.061,143.119,-25.8297,"WT","8h","WT_8h",3
"Set #18, 29March_WT8h_cd40_tnf_atf3_Mark_and_Find_001_Position019_C1_MAX.tif",2,210.654,415.123,0,100,65,101,20572,0.786563,0.486773,1,1134.81,0.200391,220.95,136.439,49.0393,"WT","8h","WT_8h",3
"Set #18, 29March_WT8h_cd40_tnf_atf3_Mark_and_Find_001_Position019_C1_MAX.tif",3,240.885,596.641,0,69,17,23,13373,0.602546,0.512847,1,668.543,0.374871,153.173,122.245,29.765,"WT","8h","WT_8h",3
"Set #18, 29March_WT8h_cd40_tnf_atf3_Mark_and_Find_001_Position019_C1_MAX.tif",4,414.974,1449.37,0,21,10,26,12974,0.608187,0.670491,1,537.289,0.562669,146.212,116.062,4.27322,"WT","8h","WT_8h",3
"Set #18, 29March_WT8h_cd40_tnf_atf3_Mark_and_Find_001_Position019_C1_MAX.tif",5,470.4,1721.4,0,92,60,25,11971,0.832538,0.516749,1,623.215,0.386075,168.034,93.0857,34.7474,"WT","8h","WT_8h",3
"Set #18, 29March_WT8h_cd40_tnf_atf3_Mark_and_Find_001_Position019_C1_MAX.tif",6,619.024,439.046,0,126,167,166,37886,0.639273,0.520484,1,1315.2,0.274816,260.001,199.936,31.2914,"WT","8h","WT_8h",3
"Set #18, 29March_WT8h_cd40_tnf_atf3_Mark_and_Find_001_Position019_C1_MAX.tif",8,680.606,1506.3,0,173,9,11,31275,0.968334,0.149058,1,1978.73,0.100276,582.303,145.376,-46.991,"WT","8h","WT_8h",3
"Set #18, 29March_WT8h_cd40_tnf_atf3_Mark_and_Find_001_Position019_C1_MAX.tif",9,784.934,1443.29,0,9,15,26,10462,0.747061,0.517613,1,601.299,0.36241,149.659,99.4865,54.2039,"WT","8h","WT_8h",3
"Set #18, 29March_WT8h_cd40_tnf_atf3_Mark_and_Find_001_Position019_C1_MAX.tif",10,807.634,974.415,0,87,148,43,35293,0.72213,0.444261,1,1424.79,0.218167,272.533,188.527,-62.272,"WT","8h","WT_8h",3
"Set #18, 29March_WT8h_cd40_tnf_atf3_Mark_and_Find_001_Position019_C1_MAX.tif",11,836.395,1781.63,0,49,35,4,21910,0.551034,0.41793,1,997.191,0.276328,205.995,171.899,-60.443,"WT","8h","WT_8h",3
"Set #18, 29March_WT8h_cd40_tnf_atf3_Mark_and_Find_001_Position019_C1_MAX.tif",12,1086.56,675.299,0,9,20,14,12684,0.699896,0.611808,1,647.762,0.3787,154.772,110.545,-56.8219,"WT","8h","WT_8h",3
"Set #18, 29March_WT8h_cd40_tnf_atf3_Mark_and_Find_001_Position019_C1_MAX.tif",13,1174.57,1051.69,0,80,152,99,43333,0.962822,0.256822,1,2115.88,0.121516,557.73,150.664,-24.905,"WT","8h","WT_8h",3
"Set #18, 29March_WT8h_cd40_tnf_atf3_Mark_and_Find_001_Position019_C1_MAX.tif",14,1201.02,1265.42,0,45,14,6,12839,0.913305,0.506449,1,802.912,0.249646,218.3,88.9084,-0.662472,"WT","8h","WT_8h",3
"Set #18, 29March_WT8h_cd40_tnf_atf3_Mark_and_Find_001_Position019_C1_MAX.tif",15,1342.49,1435.48,0,22,38,30,17259,0.904225,0.36143,1,1008.32,0.212894,241.698,103.219,33.2545,"WT","8h","WT_8h",3
"Set #18, 29March_WT8h_cd40_tnf_atf3_Mark_and_Find_001_Position019_C1_MAX.tif",16,1514.01,1079.52,0,26,34,13,14060,0.719949,0.545807,1,743.273,0.318956,164.919,114.458,41.51,"WT","8h","WT_8h",3
"Set #18, 29March_WT8h_cd40_tnf_atf3_Mark_and_Find_001_Position019_C1_MAX.tif",18,1593.92,1562.71,0,44,37,40,17900,0.681113,0.584681,1,814.173,0.338504,182.367,133.525,40.0928,"WT","8h","WT_8h",3
"Set #18, 29March_WT8h_cd40_tnf_atf3_Mark_and_Find_001_Position019_C1_MAX.tif",19,1768.49,1256.16,0,118,274,166,57388,0.746739,0.540295,1,1624.62,0.272895,359.084,238.833,87.6293,"WT","8h","WT_8h",3
"Set #19, 29March_WT8h_cd40_tnf_atf3_Mark_and_Find_001_Position021_C1_MAX.tif",3,350.319,749.263,0,11,11,24,22152,0.601413,0.475039,1,1130.93,0.217262,203.423,162.522,-2.34523,"WT","8h","WT_8h",3
"Set #19, 29March_WT8h_cd40_tnf_atf3_Mark_and_Find_001_Position021_C1_MAX.tif",4,382.167,489.304,0,10,10,15,15872,0.764378,0.521145,1,817.042,0.298051,184.158,118.739,-22.7335,"WT","8h","WT_8h",3
"Set #19, 29March_WT8h_cd40_tnf_atf3_Mark_and_Find_001_Position021_C1_MAX.tif",5,586.306,314.596,0,35,15,65,21514,0.877723,0.47242,1,996.631,0.271638,255.57,122.461,-20.7568,"WT","8h","WT_8h",3
"Set #19, 29March_WT8h_cd40_tnf_atf3_Mark_and_Find_001_Position021_C1_MAX.tif",6,625.038,1518.07,0,61,23,58,15265,0.905699,0.367053,1,945.37,0.214183,252.922,107.219,83.6918,"WT","8h","WT_8h",3
"Set #19, 29March_WT8h_cd40_tnf_atf3_Mark_and_Find_001_Position021_C1_MAX.tif",7,648.303,1105.9,0,23,23,4,10963,0.792265,0.559337,1,708.745,0.273486,161.888,98.7803,-82.7658,"WT","8h","WT_8h",3
"Set #19, 29March_WT8h_cd40_tnf_atf3_Mark_and_Find_001_Position021_C1_MAX.tif",8,675.695,150.174,0,5,16,36,15354,0.832348,0.567595,1,715.991,0.375322,191.857,106.338,-8.99962,"WT","8h","WT_8h",3
"Set #19, 29March_WT8h_cd40_tnf_atf3_Mark_and_Find_001_Position021_C1_MAX.tif",9,691.993,1560.32,0,45,29,57,14444,0.905126,0.465185,1,902.73,0.222239,217.019,92.2645,67.2361,"WT","8h","WT_8h",3
"Set #19, 29March_WT8h_cd40_tnf_atf3_Mark_and_Find_001_Position021_C1_MAX.tif",10,723.344,1083.71,0,24,29,11,14872,0.92233,0.493594,1,1001.41,0.18599,241.62,93.3625,89.619,"WT","8h","WT_8h",3
"Set #19, 29March_WT8h_cd40_tnf_atf3_Mark_and_Find_001_Position021_C1_MAX.tif",11,744.461,748.431,0,13,10,100,11699,0.938969,0.397736,1,721.977,0.281261,216.672,74.5354,34.778,"WT","8h","WT_8h",3
"Set #19, 29March_WT8h_cd40_tnf_atf3_Mark_and_Find_001_Position021_C1_MAX.tif",12,850.937,421.48,0,19,13,71,18293,0.795327,0.446432,1,856.782,0.312422,211.03,127.922,35.2937,"WT","8h","WT_8h",3
"Set #19, 29March_WT8h_cd40_tnf_atf3_Mark_and_Find_001_Position021_C1_MAX.tif",13,1028.79,1851.54,0,43,30,5,20179,0.684985,0.621562,1,871.6,0.333027,191.035,139.18,89.5,"WT","8h","WT_8h",3
"Set #19, 29March_WT8h_cd40_tnf_atf3_Mark_and_Find_001_Position021_C1_MAX.tif",14,1057.06,129.439,0,21,47,5,13681,0.72293,0.585935,0,671.819,0.379779,163.889,113.234,89.5412,"WT","8h","WT_8h",3
"Set #19, 29March_WT8h_cd40_tnf_atf3_Mark_and_Find_001_Position021_C1_MAX.tif",15,1100.04,821.674,0,15,19,21,16393,0.822443,0.393514,1,982.647,0.212907,219.65,124.947,83.1827,"WT","8h","WT_8h",3
"Set #19, 29March_WT8h_cd40_tnf_atf3_Mark_and_Find_001_Position021_C1_MAX.tif",16,1368.83,877.222,0,64,45,24,25909,0.830443,0.503988,1,1206.4,0.223337,250.308,139.447,-42.1495,"WT","8h","WT_8h",3
